logU Z xi lnh al NV_1240 CIV_1550 HeII_1640 CIII_1908 MgII_2796 MgII_2803 OII_3727 NeV_3426 NIII__3869 Hbeta OIII_4959 OIII_5007 OI_6300 OI_6363 NII_6548 Halpha NII_6584 SII_6717 SII_6731 SIII_6312 SIII_9069 SIII_9532 PB PG P7 P8 P9
-3.0 0.008 0.3 3.0 -1.7 -3.782647680118636 -2.7626070847382778 -2.689434127716801 -2.658545690246946 -2.9680666597243928 -3.151780083073696 -2.2446817025010404 -3.817699500406661 -2.8244591959832306 -2.750752710776048 -2.336007130915803 -1.8574228390794687 -3.332136296097019 -3.828449054323258 -3.6865335273417656 -2.2898403080539893 -3.216553813588817 -3.227223695847755 -3.195765128815367 -4.091456006862707 -3.097757714025136 -2.7033128762275997 -3.55431797314732 -3.805679954696579 -4.011579290265978 -4.183884696835449 -4.330757523148634
-3.0 0.014 0.3 3.0 -1.4 -3.458533088118166 -2.631378456034504 -2.4436974992327123 -2.542451139588991 -2.9312947803080576 -3.142082806162016 -2.028394843363792 -3.4197366587658777 -2.605898697959958 -2.6600519383056493 -2.1215069286286976 -1.6429422462496603 -2.949504241116145 -3.4458259237650424 -3.201777646082512 -2.196324426358096 -2.7318200016885115 -2.962016050552876 -2.9351677802614238 -3.8872944789691104 -2.817528282394626 -2.423071539697581 -3.4577972175659752 -3.712265434203509 -3.9204931551752296 -4.095425095879016 -4.245238974831722
-3.0 0.014 0.3 3.0 -1.7 -3.5426329034652118 -2.878210431140701 -2.6952510405129075 -2.8777513460219453 -2.98783793202918 -3.1685013574470915 -2.223153591304701 -3.783702113369607 -2.830707725120064 -2.7853150692494 -2.3285309380002417 -1.849950054837613 -3.3159449833997385 -3.8122819174323936 -3.3848077326260366 -2.323251535589229 -2.914852187873094 -3.16893047374748 -3.118746621585025 -4.120153216839256 -3.002674788147601 -2.608218314691115 -3.5774429878806373 -3.831531981145517 -4.038370115068275 -4.211506383476788 -4.359071579133165
-3.0 0.017 0.3 3.0 -1.4 -3.403270986846508 -2.6864702267977094 -2.447258799351559 -2.6313970414408203 -2.9528419988716905 -3.1608866365225268 -2.034360931123324 -3.411235438539528 -2.617478675810318 -2.6751210568880097 -2.1259764916526507 -1.647412329413953 -2.962772765417725 -3.459107683984527 -3.101488728213255 -2.210764886827647 -2.6315271615596387 -2.95581314923264 -2.9213981996446066 -3.906858595248849 -2.7927427412836607 -2.398298449496785 -3.468431678591017 -3.7240440182462535 -3.932668719791834 -4.107949942617715 -4.2580530546884106
-3.0 0.017 0.3 3.0 -1.7 -3.482540173459768 -2.92767656170696 -2.698319050706424 -2.9871206128287118 -3.0116461998477035 -3.1876214888458065 -2.2398792147354314 -3.786561937376227 -2.853251986369358 -2.800409359396305 -2.343384404274886 -1.8648037203933967 -3.3253684624829205 -3.821685065167841 -3.289933432535108 -2.337298819119461 -2.819960189072823 -3.161094265850465 -3.104621659210963 -4.151958753109419 -2.981424316532745 -2.586985387665756 -3.5881783435649126 -3.843390281834303 -4.050756409431735 -4.224294913047558 -4.3721939264342495
-3.0 0.02 0.3 3.0 -1.4 -3.3630810321404496 -2.7366953997127013 -2.4506901410805 -2.720173418205988 -2.9800948001953884 -3.184150072858074 -2.051318128789319 -3.4088908522338173 -2.6363128241104548 -2.688924591699923 -2.136647394700809 -1.6580711162541917 -2.983970036923978 -3.4802769843446626 -3.022861943945422 -2.223698434534988 -2.552888502702352 -2.956755645991514 -2.9158886480593225 -3.933115256870231 -2.7769975607895887 -2.382538334969091 -3.478378182909694 -3.7350169876835366 -3.94408677608385 -4.119729615397162 -4.2701065960367615
-3.0 0.02 0.3 3.0 -1.7 -3.440105339163999 -2.969238409048984 -2.701365216875565 -3.0952357818531557 -3.0403338640939026 -3.2103628896169525 -2.266778652687833 -3.794931035735537 -2.881999966578718 -2.814656198417815 -2.363461957063599 -1.8848889644956517 -3.3413590941775766 -3.837674610809323 -3.216346497760732 -2.350353651597686 -2.7463712698062466 -3.161125733500768 -3.0994908611485883 -4.1890688704251104 -2.9687127511230003 -2.574270195403898 -3.598564992770129 -3.854772507347605 -4.062657666635658 -4.236586982367058 -4.3847971987845895
-3.0 0.03 0.3 3.0 -1.4 -3.2753064253274147 -2.860939921350699 -2.461401134137823 -3.003737943775299 -3.0940261223507832 -3.278354233710253 -2.1559455195152566 -3.4187104156498838 -2.726420054323796 -2.7301136297213238 -2.19282364971636 -1.7142627098533438 -3.086281491016237 -3.582611353834324 -2.8568914772374896 -2.26128284679816 -2.386909067965441 -2.990676606618983 -2.933748638031041 -4.044759760202879 -2.760500315968372 -2.36604702096156 -3.5093814450798675 -3.76886186397028 -3.979390146622293 -4.156101025672754 -4.307294051098722
-3.0 0.03 0.3 3.0 -1.7 -3.3566065495268447 -3.058240186185301 -2.710745591945816 -3.441783588718998 -3.1520203805139744 -3.295806570805844 -2.3997024727274194 -3.8381530404714814 -3.0025830325610983 -2.8571414488866083 -2.4487574393740417 -1.9701699806893416 -3.4316105135081614 -3.927934008585254 -3.065168380818413 -2.388733525400042 -2.595200481142349 -3.197103185055745 -3.122524988775808 -4.332649795592623 -2.961260651895252 -2.566806408285153 -3.63078414258986 -3.889848171481731 -4.099283391280892 -4.274374181786939 -4.423439829726831
-3.0 0.04 0.3 3.0 -1.4 -3.2139730058487714 -2.929851263847695 -2.470826396738275 -3.256905914419505 -3.218905542740032 -3.3771127725508734 -2.2990281758090205 -3.4316691805462085 -2.83434027979051 -2.7664708727313823 -2.2604909453317035 -1.7819373821736235 -3.216325056943077 -3.712646227285255 -2.773193950499269 -2.2940251635824467 -2.3032243743438485 -3.0514892311623427 -2.982799656476168 -4.171365878382751 -2.771522645554945 -2.3770817267537225 -3.538141461191472 -3.7998885403762017 -4.011664044143949 -4.189283708164787 -4.34113040779804
-3.0 0.04 0.3 3.0 -1.7 -3.308220306400422 -3.097485834762793 -2.7190348519029044 -3.760725552976744 -3.2615762167022453 -3.3756353857369703 -2.568153954301273 -3.8796564375619766 -3.1421008777954214 -2.8947964842896567 -2.5466052063867224 -2.0680338852718307 -3.56602226636889 -4.062336698841079 -2.995807643740285 -2.422485222226633 -2.5258128841825496 -3.2660968778673407 -3.181543160099345 -4.491187576655193 -2.982299028775884 -2.5878419679908973 -3.660429317998563 -3.921833291831845 -4.13260323070412 -4.308644396254714 -4.458383318487613
-4.0 0.008 0.3 3.0 -1.4 -4.994862404091137 -3.5104493022494268 -2.622165775529453 -2.9554602396075893 -2.7802059733080213 -3.0343186285681654 -1.837226561164812 -4.808074148288561 -2.805208242278077 -2.6020426198961104 -2.6974526275125115 -2.218876786277057 -2.6632601665081594 -3.1595802222635143 -3.2084075870125943 -2.1345465974231246 -2.738427880885524 -2.527360548119354 -2.51864337892087 -4.133305147144036 -3.068221866251122 -2.673766579095762 -3.397581863439072 -3.6519873615778025 -3.860687754421328 -4.035660214266869 -4.18525311950502
-4.0 0.008 0.3 3.0 -1.7 -5.109623698505743 -3.625599962197761 -2.8563607647254585 -3.195662896173971 -2.835438970734444 -3.075575973232929 -1.981382707480556 -5.134144215358319 -3.007795648576732 -2.715727220142277 -2.873901076711398 -2.3953420279521325 -2.886123467368946 -3.3824440335986523 -3.344266259710203 -2.2515018733862604 -2.8742910740273477 -2.692696549133238 -2.6705004242371544 -4.31951944375804 -3.236347429435469 -2.841878849662507 -3.5087363837353323 -3.7624813953668905 -3.9696836940114153 -4.142957129776136 -4.290636743590682
-4.0 0.014 0.3 3.0 -1.4 -4.608958980328872 -3.482606140571903 -2.613661583642489 -3.1203193355618097 -2.7655586487336663 -3.0170823304794965 -1.7933360030090668 -4.722436623944084 -2.7574337271901896 -2.6144652210897945 -2.635092710441967 -2.1565180569600457 -2.598513298225832 -3.094841192245028 -2.879393168943224 -2.1479105589811027 -2.409403346743602 -2.4331737614129523 -2.4086459597859147 -4.101329657034469 -2.926135077097001 -2.531667441760227 -3.399909650886592 -3.656591406196142 -3.865504144165328 -4.040543601414861 -4.190056659725236
-4.0 0.014 0.3 3.0 -1.7 -4.702173857414671 -3.557065792243733 -2.8484462954570238 -3.4174366904786453 -2.8400119496180096 -3.0731175939122366 -1.9659734762248888 -5.081974908349231 -2.987584625237566 -2.725911458577293 -2.8353497840657056 -2.356784276042326 -2.8220885239059896 -3.31840604163137 -3.031442340542405 -2.261179817914318 -2.561473472794681 -2.5987028749784145 -2.563710105820362 -4.316979993379277 -3.101785085062815 -2.707323132814885 -3.508806452705315 -3.7648757359805383 -3.972568842233095 -4.146161911969017 -4.2939055232285455
-4.0 0.017 0.3 3.0 -1.4 -4.468725504934646 -3.477842782593584 -2.6100192701179807 -3.22306647978462 -2.7888260432715057 -3.036599433823831 -1.807376799987054 -4.706460669268246 -2.767283350221831 -2.6183976272402987 -2.63236458020949 -2.153792824458833 -2.5969824857777226 -3.093314861858417 -2.776685810235868 -2.1511399391574955 -2.306712842994344 -2.4153861238282204 -2.385282020127171 -4.116844116615113 -2.8885694482340227 -2.494117767407801 -3.3996370685734973 -3.6573602262055616 -3.86658884408898 -4.041785030245862 -4.191336731880931
-4.0 0.017 0.3 3.0 -1.7 -4.555455584260464 -3.5347361496434075 -2.845089354211474 -3.541316835653518 -2.87027789130412 -3.0969643032115 -1.9912721133476128 -5.07975663293189 -3.0082822977017685 -2.729484200425645 -2.8408239682065286 -2.3622401712927825 -2.824227340398465 -3.3205539324507924 -2.935392279869376 -2.263651312591953 -2.4654155116214937 -2.5831598629262302 -2.543406249755592 -4.343585539702964 -3.0673639125843053 -2.6729068329514902 -3.508204228686409 -3.7653055928577785 -3.973425881849664 -4.147202940768246 -4.295026305882814
-4.0 0.02 0.3 3.0 -1.4 -4.349323434820938 -3.4733506230026165 -2.606688085299801 -3.329958350451875 -2.823706117461235 -3.066588644397648 -1.833777165427918 -4.698362417273131 -2.7886124470631444 -2.621711140643072 -2.63749867607099 -2.1589347479250023 -2.608218314691115 -3.104544302975356 -2.6970633002951345 -2.153415497101953 -2.227099131245751 -2.408545816299295 -2.373546710207592 -4.142335877486119 -2.8622662052462857 -2.4678063628309204 -3.3991577388403016 -3.6578340235872417 -3.867420152340266 -4.042814283684351 -4.19242438555834
-4.0 0.02 0.3 3.0 -1.7 -4.431176623563189 -3.515771362306282 -2.8420599440352348 -3.667561540084392 -2.9100948885606 -3.1288592389806027 -2.0275564680643825 -5.084510465592402 -3.03947214479512 -2.732476283614538 -2.8534378868424426 -2.3748522416765923 -2.84043280676638 -3.3367609346361533 -2.861665717928979 -2.265256160417465 -2.391698659614974 -2.579235862528208 -2.535108238360202 -4.378938021287056 -3.043956495195445 -2.6495000088711933 -3.507365309237038 -3.765457408688469 -3.973998182642824 -4.147996039203889 -4.295900983583039
-4.0 0.03 0.3 3.0 -1.4 -4.051347455837586 -3.455770676220773 -2.596707854841746 -3.687547592847558 -2.9799703664573016 -3.1987541191805846 -1.968672342238868 -4.696933602076491 -2.9041335465214573 -2.630357481594743 -2.6822499711577663 -2.203689376075445 -2.707367407917573 -3.203703259948206 -2.530664076900869 -2.157627939945961 -2.0607004461283225 -2.433279748650953 -2.384365531122583 -4.263659282248554 -2.820908023046009 -2.426443820668169 -3.397299896278156 -3.6587435825687393 -3.8696018963471994 -4.04568511417822 -4.195533436032662
-4.0 0.03 0.3 3.0 -1.7 -4.122524988775808 -3.468048725346016 -2.8328599644916395 -4.086832774211437 -3.0656328669395947 -3.249645911237294 -2.1894046011132247 -5.123360774845466 -3.18339417827449 -2.741099443216392 -2.921978419479615 -2.4434201219109326 -2.9662144831577706 -3.462520920631725 -2.7110357391038638 -2.2689514171907845 -2.2410729756537364 -2.6142865064327694 -2.557065792243733 -4.528649604462636 -3.0113385010895897 -2.616885094657931 -3.50534458584314 -3.766242637034488 -3.976171607465112 -4.1509124230172105 -4.299080054579711
-4.0 0.04 0.3 3.0 -1.4 -3.85031911751706 -3.436673199610418 -2.5877411061018663 -4.022843633576642 -3.1411681596093004 -3.327135872890267 -2.131737720784045 -4.705577866887019 -3.046834911133232 -2.637838086503088 -2.7468316740985586 -2.268258170970313 -2.8638504139114715 -3.360165019697263 -2.44372162737416 -2.1608174487994205 -1.9737528185222288 -2.49183402869663 -2.431118023020417 -4.406713932979542 -2.815592514587678 -2.42114312439854 -3.39652001821107 -3.660270381315392 -3.872279847107677 -4.048963774258247 -4.199001271392447
-4.0 0.04 0.3 3.0 -1.7 -3.9134266343794266 -3.4351919553134 -2.8245461737495177 -4.487969671912587 -3.202753239306702 -3.347792350651737 -2.374121893958545 -5.168456548854387 -3.351932870551068 -2.748970461476098 -3.012007689826639 -2.533443760328751 -3.137081876700897 -3.633408961310828 -2.63687711170585 -2.272320506431292 -2.166897531517876 -2.682605324879724 -2.613893592863924 -4.698492542961567 -3.015130786240526 -2.6206763492466862 -3.504705488310499 -3.7679955170281687 -3.9791003271374654 -4.154474080559531 -4.302831706940125
